There,are,two,end,users,namely,the,hotel,staff,(customer,service,representative),and,hotel,managers.,,,,,,,,,,,,,,,,,,,,,,,,,,
It,is,mandatory,for,all,students,to,participate,in,tournaments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRP,VBZ,JJ,IN,DT,NNS,TO,VB,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ES,,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,chain,of,restaurants,is,setup,across,the,country.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,IN,NNS,VBZ,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ES,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,branch,has,one,manager,to,overlook,its,operations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,NN,VBZ,CD,NN,TO,VB,PRP$,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,ES,,RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manager,procures,furniture,and,staff,for,the,restaurant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,NN,CC,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,RS,ES,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,restaurant,has,a,certain,amount,of,tables.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,JJ,NN,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,RS,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,table,can,be,of,three,types.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,MD,VB,IN,CD,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,restaurant,has,a,kitchen,which,employs,chefs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,NN,WDT,VBZ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,RS,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,restaurant,has,waiters,who,wait,on,tables.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,NNS,WP,VBP,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ES,,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,restaurant's,menu,is,divided,into,vegetarian,and,non-vegetarian,sections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNS,NN,VBZ,VBN,IN,NN,CC,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GS,,,,GS,,GS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,section,of,the,menu,contains,items,and,their,price.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,IN,DT,NN,VBZ,NNS,CC,PRP$,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ES,RS,AS,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,customer,visits,the,restaurant,to,have,food.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,NN,TO,VB,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,customer,gives,his,name,and,address,to,book,a,table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,PRP$,NN,CC,NN,TO,NN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,AS,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,bill,consists,of,the,items,consumed,and,their,quantity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,IN,DT,NNS,VBN,CC,PRP$,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,AM,AM,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,restaurant,has,a,bar,which,serves,drinks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,NN,WDT,VBZ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,ES,,RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An,employee,of,the,restaurant,has,a,name,and,ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,IN,DT,NN,VBZ,DT,NN,CC,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,,AS,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An,employee,may,be,given,only,one,role.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,MD,VB,VBN,RB,CD,NN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,branch,of,the,restaurant,has,its,own,specialty.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,IN,DT,NN,VBZ,PRP$,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,restaurant,may,have,a,buffet,section.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,MD,VB,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every,branch,is,allotted,a,unique,ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,DT,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,restaurant,takes,feedback,from,the,customers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customers,give,feedback,to,the,restaurant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,VBP,NN,TO,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,restaurant's,kitchen,consists,of,vegetables,and,utensils.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNS,NN,VBZ,IN,NNS,CC,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,kitchen,is,supervised,by,an,employee.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,bill,is,printed,by,the,clerk.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,clerk,includes,the,customer's,details,in,the,bill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,JJ,NNS,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,bill,also,has,information,such,as,date,of,printing,and,the,hotel,name.,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,RB,VBZ,NN,JJ,IN,NN,IN,NNP,CC,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,,AM,AM,AM,,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reservations,can,be,done,online,or,in,person,at,the,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,MD,VB,VBN,NN,CC,IN,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,RS,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reservations,to,different,trains,are,independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,TO,JJ,NNS,VBP,JJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,train,has,a,unique,train,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,JJ,NN,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,train,has,a,start,station,and,end,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,NN,NN,CC,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,RS,,AM,AM,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station,has,a,unique,5,digit,code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,DT,JJ,CD,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Train,follows,a,route,and,runs,on,many,days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,DT,NN,CC,VBZ,IN,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,AS,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,coach,in,a,train,has,a,coach,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,IN,DT,NN,VBZ,DT,NN,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coach,also,has,a,type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VB,RB,VBZ,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seat,has,a,seat,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,DT,NN,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,seat,may,or,may,not,be,occupied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,MD,CC,MD,RB,VB,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seats,are,grouped,under,general,ladies,and,handicapped,quotas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,VBP,VBN,IN,JJ,NNS,CC,VBN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seat,is,occupied,by,a,passenger,between,two,stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,VBN,IN,DT,NN,IN,CD,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,RM,RM,,ES,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Train,schedule,contains,train,no,and,days,on,which,it,runs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NN,VBZ,NN,RB,CC,NNS,IN,WDT,PRP,VBZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,,AM,AM,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reservation,is,done,for,a,train,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,RS,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passenger,details,like,name,age,gender,are,saved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,NNS,IN,NN,NN,NN,VBP,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,AS,AS,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,reservation,is,identified,by,a,unique,number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,IN,DT,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One,reservation,has,many,bookings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD,NN,VBZ,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One,booking,belongs,to,one,passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD,NN,VBZ,TO,CD,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,passenger,booking,consists,of,seat,no,coach,no,and,status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,NN,VBZ,IN,NN,DT,NN,RB,CC,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,ES,,,AM,AM,AM,AM,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reservation,has,details,like,departure,station,destination,date,of,travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,NNS,IN,NN,NN,NN,NN,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,AM,AM,AS,AM,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Status,can,be,waiting,or,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,MD,VB,VBG,CC,VBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Booking,date,of,reservation,must,also,be,stored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBG,NN,IN,NN,MD,RB,VB,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,AM,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,ladies,quota,seat,can,be,occupied,only,by,a,female,passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNS,NN,NN,MD,VB,VBN,RB,IN,DT,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AS,ES,,,RS,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reservation,can,start,only,60,days,before,the,desired,travel,date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,MD,VB,RB,CD,NNS,IN,DT,VBN,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,,,,,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancellations,can,be,done,until,12,hours,before,departure,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,MD,VB,VBN,IN,CD,NNS,IN,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Any,cancellations,must,be,reflected,in,the,database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNS,MD,VB,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,station,records,monthly,expenses,and,revenue,for,a,financial,year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,JJ,NNS,CC,NN,IN,DT,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,AM,amount,,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At,XYZ,company,employees,work,in,teams,on,projects,for,clients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,NNP,NN,NNS,VBP,IN,NNS,IN,NNS,IN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ES,RM,RM,ES,,ES,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Database,contains,employee,id,name,contact,number,designation,joining,date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,NN,NN,NN,NN,NN,NN,VBG,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ES,AS,AS,AM,AM,AS,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Many,employees,work,on,a,project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NNS,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,RS,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An,employee,may,work,on,many,projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,MD,VB,IN,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RM,RM,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee,is,associated,with,a,department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Department,has,a,name,head,and,number,of,projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,DT,NN,NN,CC,NN,IN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,AS,AS,,AM,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Several,departments,are,working,on,a,project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NNS,VBP,VBG,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RM,RM,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,department,has,its,own,data,for,every,project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,PRP$,JJ,NNS,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,RS,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,department,records,departmental,project,head,number,of,members,budget,for,a,project,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,JJ,NN,NN,NN,IN,NNS,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,AM,AM,AM,AM,AM,AM,AS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project,is,identified,by,a,number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,project,has,phases,like,planning,designing,and,construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,NNS,IN,VBG,JJ,CC,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,project,also,has,a,project,manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,RB,VBZ,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,ES,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Departmental,project,head,reports,to,the,project,manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NN,NN,NNS,TO,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,AM,AM,,,,ES,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project,has,status,to,indicate,whether,it,is,completed,or,not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,NN,TO,VB,IN,PRP,VBZ,VBN,CC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For,a,project,number,of,members,working,on,it,are,also,recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,DT,NN,NN,IN,NNS,VBG,IN,PRP,VBP,RB,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ES,AM,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,project,is,developed,as,increments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,IN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RM,RM,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An,increment,is,identified,by,project,number,and,increment,number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,IN,NN,NN,CC,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,AM,AM,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For,every,increment,expense,man,hours,start,date,and,completion,date,are,recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,DT,NN,NN,NN,NNS,VBP,NN,CC,AS,NN,VBP,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ES,AS,AM,AM,AM,AM,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,completed,project,is ,added,to,record,of,products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,VBN,NN,VBZ,VBN,TO,NN,IN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ES,,,,,,ES,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,is,also,identified,by,project,number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,RB,VBN,IN,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For,each,product,its,start,date,end,date,total,expense,and,selling,price,are,recorded,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,DT,NN,PRP$,NN,NN,NN,VBP,JJ,NN,CC,NN,NN,VBP,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ES,,AM,,AM,AM,AM,AM,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
After,planning,the,budget,and,due,date,for,the,project,are,recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,VBG,DT,NN,CC,IN,NN,IN,DT,NN,VBP,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AS,,AM,AM,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,project,has,many,stakeholders,such,as,members,of,the,client's,staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,JJ,NNS,JJ,IN,NNS,IN,DT,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,RS,,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,client,information,includes,name,of,organization,location,phone,number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,NN,VBZ,NN,IN,NN,NN,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,AM,AM,AM,AS,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number,of,projects,developed,for,a,client,are,also,maintained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,IN,NNS,VBN,IN,DT,NN,VBP,RB,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ES,RM,RM,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clients,have,a,priority,type,in,the,organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,VBP,DT,NN,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clients,associated,with,more,than,5,projects,are,priority,clients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,VBN,IN,JJR,IN,CD,NNS,VBP,NN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,RS,,,,,ES,,AS,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Company,also,provides,insurances,to,its,employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,RB,VBZ,NNS,TO,PRP$,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RS,ES,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An,employee's,insurance,is,identified,by,his,id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNS,NN,VBZ,VBN,IN,PRP$,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,ES,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insurance,details,include,type,amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNS,VBP,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,AS,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not,all,employees,may,have,an,insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB,DT,NNS,MD,VB,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ES,,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attendance,record,is,maintained,for,all,employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
